Longitude,Latitude,ADMIN,ISO_A3
144.771939120223,13.4437930173438,Guam,GUM
-58.9801146897157,4.79346200458713,Guyana,GUY
114.131446856155,22.3846368801088,Hong Kong S.A.R.,HKG
73.5052101888993,-53.0888170257928,Heard Island and McDonald Islands,HMD
-86.625226828286,14.8210093554477,Honduras,HND
16.398548733894,45.0677261466147,Croatia,HRV
-72.6908740629418,18.938371436632,Haiti,HTI
19.3967592673582,47.1632436865934,Hungary,HUN
117.27043361476,-2.22296108901293,Indonesia,IDN
-4.5336950830837,54.2291019003975,Isle of Man,IMN
79.6157215490014,22.8879524743579,India,IND
104.61939744151,-10.6921740918307,Indian Ocean Territories,"-99"
72.2988148208153,-7.14433122025521,British Indian Ocean Territory,IOT
-8.14504461756577,53.1782213913665,Ireland,IRL
54.2769466856274,32.5706781061773,Iran,IRN
43.7449770335873,33.0398037858762,Iraq,IRQ
-18.5964459278163,64.998315820473,Iceland,ISL
34.996033986759,31.4439598388766,Israel,ISR
12.0719070927294,42.7864339963679,Italy,ITA
-77.3188104659832,18.1552263883805,Jamaica,JAM
-2.12743081446393,49.2210642110589,Jersey,JEY
36.7709225315881,31.2455748633792,Jordan,JOR
137.978347609877,37.5511773936151,Japan,JPN
63.3838970031377,45.9783301382251,Baykonur Cosmodrome,"-99"
77.1799527987427,35.3910819812798,Siachen Glacier,"-99"
67.2959646682336,48.1606518196345,Kazakhstan,KAZ
37.8224399190166,0.550766069424227,Kenya,KEN
74.5416694573831,41.461918658577,Kyrgyzstan,KGZ
104.902804267446,12.7155624837443,Cambodia,KHM
-51.5248339676531,0.615200873995626,Kiribati,KIR
-62.6985454462318,17.2710422525718,Saint Kitts and Nevis,KNA
127.819093957479,36.3733535127374,South Korea,KOR
20.8737429775439,42.5728833561224,Kosovo,"-99"
47.5946236189826,29.3400422058453,Kuwait,KWT
103.737872050292,18.5023015578638,Laos,LAO
35.879936376182,33.9203588659134,Lebanon,LBN
-9.31986399326337,6.45223255462257,Liberia,LBR
18.0096051211381,27.0302779756633,Libya,LBY
-60.9703165311442,13.9026705468092,Saint Lucia,LCA
9.54090028863688,47.1382064294577,Liechtenstein,LIE
80.7031628582049,7.61591460668494,Sri Lanka,LKA
28.2286229249945,-29.5797304442318,Lesotho,LSO
23.88824886308,55.3270236131556,Lithuania,LTU
6.07176396727355,49.7668242758109,Luxembourg,LUX
24.9086223177897,56.8518194573952,Latvia,LVA
113.550196788896,22.1577852645534,Macao S.A.R,MAC
-63.0550714923229,18.0776202983142,Saint Martin,MAF
-8.39643504091491,29.8416921581402,Morocco,MAR
7.39897432482482,43.7398461874134,Monaco,MCO
28.4613971163621,47.1951013919201,Moldova,MDA
46.7059983133487,-19.3731675300067,Madagascar,MDG
73.3022581732314,3.82779480760211,Maldives,MDV
-102.530307855481,23.9491712104635,Mexico,MEX
170.099527812081,7.1144653354614,Marshall Islands,MHL
21.6838304103698,41.5950048690753,Macedonia,MKD
-3.53907938300164,17.3441627790658,Mali,MLI
14.4037540314341,35.9210269870066,Malta,MLT
96.4892894762687,21.1676699886622,Myanmar,MMR
19.2385000273209,42.7858180455413,Montenegro,MNE
103.056286662065,46.8258060660672,Mongolia,MNG
145.599955005695,16.2508597624359,Northern Mariana Islands,MNP
35.5381055324845,-17.2700100268633,Mozambique,MOZ
-10.3433978522058,20.2562181281063,Mauritania,MRT
-62.1873987829564,16.7375235651171,Montserrat,MSR
57.8497001647667,-20.1855438696947,Mauritius,MUS
34.2899078034417,-13.2172258646861,Malawi,MWI
109.698868636614,3.79239278856246,Malaysia,MYS
17.2111331974102,-22.1292466386665,Namibia,NAM
165.702654748523,-21.3043401452826,New Caledonia,NCL
9.38603399667611,17.4184637710185,Niger,NER
167.955169332517,-29.0349751032765,Norfolk Island,NFK
8.0912392715467,9.59531482374172,Nigeria,NGA
-85.03333841989,12.8453926013958,Nicaragua,NIC
-169.869346042128,-19.048919755969,Niue,NIU
5.216814254832,52.0697916715554,Netherlands,NLD
15.4095991559425,68.7942729200577,Norway,NOR
83.916253271706,28.2479222075913,Nepal,NPL
166.933131929311,-0.520782884828536,Nauru,NRU
171.470685959093,-41.8295221975567,New Zealand,NZL
56.0926566359848,20.6018057188012,Oman,OMN
69.3413432739767,29.9484969424926,Pakistan,PAK
-80.1212949297489,8.51455694591723,Panama,PAN
-128.479267060734,-24.4127699839883,Pitcairn Islands,PCN
-74.3780645707315,-9.15438848311193,Peru,PER
114.927039933756,10.5450203147408,Spratly Islands,"-99"
122.874484257167,11.7630150663054,Philippines,PHL
134.348033338371,7.19763597395155,Palau,PLW
145.231523807072,-6.47012049934337,Papua New Guinea,PNG
19.3943222481302,52.12477182805,Poland,POL
-66.4676002928199,18.2238164654079,Puerto Rico,PRI
127.183777792662,40.1506427265891,North Korea,PRK
-8.59083758900593,39.5871468638993,Portugal,PRT
-58.3984225916578,-23.2275189988159,Paraguay,PRY
35.1978123651558,31.9160833796105,Palestine,PSE
-145.052040358356,-15.1887795957989,French Polynesia,PYF
51.1868312935573,25.3130745941066,Qatar,QAT
24.972941887679,45.8534640934182,Romania,ROU
96.6937606731205,61.9845553377106,Russia,RUS
29.9190607045932,-1.99275052789407,Rwanda,RWA
-12.2149616245897,24.2325607109306,Western Sahara,ESH
44.5368636674647,24.1223270406199,Saudi Arabia,SAU
117.753811963333,15.1521128220001,Scarborough Reef,"-99"
29.939617811881,15.9868811567361,Sudan,SDN
30.3011196122392,7.2835307076864,South Sudan,SSD
-14.4713060564974,14.3677885991811,Senegal,SEN
-78.6381187276666,15.8644608963334,Serranilla Bank,"-99"
103.813467658017,1.35892102024372,Singapore,SGP
-35.8823166145375,-54.6792191530042,South Georgia and South Sandwich Islands,SGS
-10.1384178371679,-24.911350236286,Saint Helena,SHN
159.638094462872,-8.90958320535726,Solomon Islands,SLB
-11.7950155783209,8.56308584286042,Sierra Leone,SLE
-88.8709233188001,13.7358486979524,El Salvador,SLV
12.4422225588125,43.9364661945967,San Marino,SMR
46.2548191114359,9.73101588162356,Somaliland,"-99"
45.7061443930729,4.74883681975605,Somalia,SOM
-56.3078135424826,46.930457949751,Saint Pierre and Miquelon,SPM
20.7904024958637,44.2213758659117,Serbia,SRB
6.72644287419386,0.444260037724771,Sao Tome and Principe,STP
-55.9110713561019,4.13124498240714,Suriname,SUR
19.4803829712036,48.70493530171,Slovakia,SVK
14.808089734627,46.1161110731439,Slovenia,SVN
16.7544664409103,62.7770998682218,Sweden,SWE
31.4800241030088,-26.5619143490275,Swaziland,SWZ
-63.0701310270417,18.0406293457929,Sint Maarten,SXM
52.0622919004037,-6.48999048371116,Seychelles,SYC
38.5045643291002,35.0230025583862,Syria,SYR
-71.8733066017055,21.7800453763271,Turks and Caicos Islands,TCA
18.6462511140022,15.3330781050619,Chad,TCD
0.962271626628495,8.52678808921802,Togo,TGO
101.003333351407,15.1143997392552,Thailand,THA
71.0158341023998,38.5298856715455,Tajikistan,TJK
59.3759606255966,39.1159338819949,Turkmenistan,TKM
125.851075845502,-8.82377854749829,East Timor,TLS
-174.868512272484,-20.0665597365637,Tonga,TON
-61.2584498392754,10.4688298567648,Trinidad and Tobago,TTO
9.55462624753667,34.1194052170428,Tunisia,TUN
35.1672394263074,39.0610805909995,Turkey,TUR
178.520353162549,-7.7590690956312,Tuvalu,TUV
120.949875329769,23.7529851134102,Taiwan,TWN
34.8135864205276,-6.27509748109379,United Republic of Tanzania,TZA
32.367039852725,1.27569119250862,Uganda,UGA
31.3857475944096,48.9973690779145,Ukraine,UKR
-103.277132223126,13.3034052496676,United States Minor Outlying Islands,UMI
-56.0171550655039,-32.798210753761,Uruguay,URY
-112.495726286418,45.688113499998,United States,USA
-75.154672933296,19.9292537042546,US Naval Base Guantanamo Bay,"-99"
63.1399088903085,41.7560359188197,Uzbekistan,UZB
12.4534177293956,41.9033124692439,Vatican City,VAT
-61.2033532663245,13.2162159193176,Saint Vincent and the Grenadines,VCT
-66.1688403301372,7.12773155778621,Venezuela,VEN
-64.5028631938018,18.5098841291869,British Virgin Islands,VGB
-64.7976544502764,17.9805456063374,United States Virgin Islands,VIR
106.300935220899,16.6421827282701,Vietnam,VNM
167.700844140942,-16.2012679196949,Vanuatu,VUT
-177.058996023139,-13.7381019608462,Wallis and Futuna,WLF
32.9339948603481,34.6318132848653,Akrotiri Sovereign Base Area,"-99"
-172.161249299036,-13.7545956540277,Samoa,WSM
47.5906021470154,15.9054213200272,Yemen,YEM
25.0873644352379,-29.0010321782538,South Africa,ZAF
27.7742123347968,-13.4601100183656,Zambia,ZMB
29.8518846205768,-19.0025367100019,Zimbabwe,ZWE
